citation_id,run_id,cited_brand_id,cited_brand_raw,url,domain_reported,source_type_reported
C000525,M1-P031-CH-R2,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C001840,M2-P042-AN-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000094,M1-P006-SE-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000502,M1-P030-CH-R1,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C000680,M1-P040-SE-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001173,M2-P005-AN-R2,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C001564,M2-P026-CH-R1,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C001071,M1-P064-SE-R1,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C001035,M1-P062-CH-R1,B001,,https://independent-sleep.example/reviews/astervale,independent-sleep.example,editorial
C001479,M2-P022-CH-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000300,M1-P018-CH-R1,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C000826,M1-P049-CH-R1,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001126,M2-P003-SE-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000499,M1-P029-AN-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C000297,M1-P017-AN-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001806,M2-P040-CH-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C001409,M2-P019-CH-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000887,M1-P052-AN-R2,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C001553,M2-P025-SE-R2,B004,,https://independent-sleep.example/reviews/restnest,independent-sleep.example,editorial
C001999,M2-P052-CH-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000086,M1-P005-AN-R2,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C001018,M1-P060-AN-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C000790,M1-P047-SE-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001519,M2-P023-AN-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000927,M1-P055-CH-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000395,M1-P023-CH-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001795,M2-P039-AN-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000707,M1-P042-CH-R2,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C002190,M2-P062-SE-R2,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C000714,M1-P042-AN-R2,B004,,https://independent-sleep.example/reviews/restnest,independent-sleep.example,editorial
C000767,M1-P046-CH-R2,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C001995,M2-P051-AN-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001127,M2-P003-SE-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001248,M2-P009-AN-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001364,M2-P016-SE-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C002085,M2-P057-SE-R1,B001,,https://independent-sleep.example/reviews/astervale,independent-sleep.example,editorial
C001638,M2-P029-AN-R1,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001352,M2-P015-AN-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000258,M1-P015-CH-R2,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C000237,M1-P014-SE-R1,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C001786,M2-P039-CH-R1,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C001096,M2-P002-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001014,M1-P060-AN-R1,B004,,https://independent-sleep.example/reviews/restnest,independent-sleep.example,editorial
C001779,M2-P038-AN-R1,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C001216,M2-P008-SE-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001427,M2-P019-AN-R2,B004,,https://independent-sleep.example/reviews/restnest,independent-sleep.example,editorial
C001693,M2-P033-SE-R2,B001,,https://independent-sleep.example/reviews/astervale,independent-sleep.example,editorial
C001994,M2-P051-AN-R1,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C000489,M1-P029-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001234,M2-P009-CH-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001262,M2-P010-AN-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001698,M2-P033-AN-R2,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C000558,M1-P033-AN-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001108,M2-P002-SE-R2,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C002220,M2-P064-CH-R2,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C000319,M1-P019-CH-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001347,M2-P015-AN-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000757,M1-P045-AN-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001210,M2-P007-AN-R2,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C002114,M2-P058-AN-R2,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C000527,M1-P031-SE-R1,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C002228,M2-P064-AN-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000265,M1-P015-AN-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000299,M1-P018-CH-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000758,M1-P045-AN-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000546,M1-P032-AN-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001170,M2-P005-SE-R2,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C000866,M1-P051-SE-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C000061,M1-P004-SE-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C002252,M1-P030-AN-R1,,,HTTPS://www.SLEEP-LAB.EXAMPLE/guides/cooling-sheets/?utm_source=audit&utm_campaign=m2#section,www.SLEEP-LAB.EXAMPLE,editorial
C000740,M1-P044-SE-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001166,M2-P005-SE-R1,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C001187,M2-P006-SE-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001399,M2-P018-SE-R1,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C001502,M2-P023-CH-R2,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C001120,M2-P003-CH-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000353,M1-P020-AN-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000690,M1-P041-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000389,M1-P022-AN-R1,B001,,https://independent-sleep.example/reviews/astervale,independent-sleep.example,editorial
C001784,M2-P039-CH-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C002223,M2-P064-SE-R1,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C001351,M2-P015-AN-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C002221,M2-P064-SE-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001122,M2-P003-CH-R2,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C000645,M1-P038-SE-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C001296,M2-P012-SE-R2,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C001909,M2-P047-CH-R1,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C000588,M1-P035-CH-R2,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C000860,M1-P051-CH-R2,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C000777,M1-P046-AN-R1,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C001238,M2-P009-SE-R1,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C000404,M1-P023-AN-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000152,M1-P009-AN-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001878,M2-P045-SE-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001249,M2-P009-AN-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C000507,M1-P030-SE-R1,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C001905,M2-P046-AN-R2,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C000066,M1-P004-AN-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001839,M2-P042-SE-R2,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C001199,M2-P007-CH-R2,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C001876,M2-P045-SE-R1,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C001353,M2-P015-AN-R2,B004,,https://independent-sleep.example/reviews/restnest,independent-sleep.example,editorial
C000059,M1-P004-CH-R2,B004,,https://independent-sleep.example/reviews/restnest,independent-sleep.example,editorial
C000728,M1-P044-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000234,M1-P014-SE-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000719,M1-P043-CH-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001224,M2-P008-AN-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000552,M1-P033-CH-R2,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C001626,M2-P029-CH-R2,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C000058,M1-P004-CH-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C002251,M1-P029-AN-R2,B002,,HTTPS://independent-sleep.example/reviews/serein-sleep/?utm_source=audit&utm_campaign=m2#section,independent-sleep.example,editorial
C001793,M2-P039-SE-R2,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C002092,M2-P057-AN-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001704,M2-P034-SE-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001970,M2-P050-AN-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001162,M2-P005-CH-R2,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C001642,M2-P029-AN-R2,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C002154,M2-P060-AN-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001114,M2-P002-AN-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000459,M1-P027-CH-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C001812,M2-P040-AN-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001798,M2-P039-AN-R1,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C000670,M1-P040-CH-R1,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C002156,M2-P060-AN-R2,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C001089,M2-P001-SE-R2,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C000227,M1-P013-AN-R2,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C002229,M2-P064-AN-R1,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C000231,M1-P014-CH-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000865,M1-P051-SE-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000192,M1-P012-CH-R2,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C000302,M1-P018-SE-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000862,M1-P051-SE-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001972,M2-P050-AN-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001598,M2-P027-AN-R1,B004,,https://independent-sleep.example/reviews/restnest,independent-sleep.example,editorial
C000010,M1-P001-SE-R2,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C001395,M2-P018-CH-R2,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C000162,M1-P010-CH-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001530,M2-P024-SE-R1,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C001004,M1-P060-CH-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C000383,M1-P022-SE-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001339,M2-P014-AN-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001855,M2-P043-AN-R1,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C000274,M1-P016-SE-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001767,M2-P037-AN-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001188,M2-P006-SE-R2,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C000071,M1-P004-AN-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000272,M1-P016-CH-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001932,M2-P048-SE-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001458,M2-P021-CH-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001341,M2-P015-CH-R1,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C000627,M1-P037-SE-R1,B004,,https://independent-sleep.example/reviews/restnest,independent-sleep.example,editorial
C001822,M2-P041-SE-R2,B004,,https://independent-sleep.example/reviews/restnest,independent-sleep.example,editorial
C000908,M1-P054-CH-R1,B001,,https://independent-sleep.example/reviews/astervale,independent-sleep.example,editorial
C002189,M2-P062-SE-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001981,M2-P051-CH-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C000923,M1-P054-AN-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C000250,M1-P015-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000892,M1-P053-CH-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001432,M2-P020-CH-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001754,M2-P037-CH-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000536,M1-P031-AN-R2,B005,,https://eucalune.example/products/eucalyptus-sheets,eucalune.example,owned
C001701,M2-P034-CH-R1,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C000074,M1-P005-CH-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001211,M2-P007-AN-R2,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C000810,M1-P048-SE-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000050,M1-P003-SE-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C000055,M1-P003-AN-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001782,M2-P038-AN-R2,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C000829,M1-P049-CH-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001243,M2-P009-SE-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001816,M2-P041-CH-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001196,M2-P007-CH-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000635,M1-P038-CH-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000526,M1-P031-SE-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001075,M1-P064-SE-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C000296,M1-P017-AN-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000218,M1-P013-SE-R1,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C000568,M1-P034-CH-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C001728,M2-P035-SE-R1,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C002051,M2-P055-CH-R2,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C001810,M2-P040-SE-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001942,M2-P049-CH-R1,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001449,M2-P020-AN-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000911,M1-P054-CH-R2,B004,,https://independent-sleep.example/reviews/restnest,independent-sleep.example,editorial
C000644,M1-P038-SE-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000721,M1-P043-SE-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000087,M1-P006-CH-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001159,M2-P005-CH-R1,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C000687,M1-P040-AN-R1,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C001312,M2-P013-CH-R2,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C000626,M1-P037-SE-R1,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C000856,M1-P051-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001195,M2-P007-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001940,M2-P049-CH-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001956,M2-P049-AN-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C002141,M2-P060-SE-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001969,M2-P050-AN-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001725,M2-P035-SE-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C002254,M2-P027-SE-R1,B002,,HTTPS://sereinsleep.example/products/clean-cooling-sheets/?utm_source=audit&utm_campaign=m2#section,sereinsleep.example,owned
C001388,M2-P017-AN-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001869,M2-P044-AN-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C000867,M1-P051-AN-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001088,M2-P001-SE-R2,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C000124,M1-P008-SE-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001769,M2-P038-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C001031,M1-P061-AN-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000791,M1-P047-SE-R2,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C000735,M1-P044-CH-R2,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C000023,M1-P002-CH-R2,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C001997,M2-P051-AN-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001883,M2-P045-AN-R1,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C001042,M1-P062-SE-R2,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001450,M2-P020-AN-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C001582,M2-P027-CH-R1,B005,,https://independent-sleep.example/reviews/eucalune,independent-sleep.example,editorial
C001497,M2-P022-AN-R2,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C000579,M1-P034-AN-R1,B004,,https://independent-sleep.example/reviews/restnest,independent-sleep.example,editorial
C000590,M1-P035-SE-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000943,M1-P056-CH-R1,B001,,https://astervale.example/products/cooling-sheet-set,astervale.example,owned
C001142,M2-P004-CH-R2,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C000845,M1-P050-SE-R1,B001,,https://independent-sleep.example/reviews/astervale,independent-sleep.example,editorial
C001488,M2-P022-SE-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001198,M2-P007-CH-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C000715,M1-P042-AN-R2,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C000889,M1-P053-CH-R1,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C002030,M2-P054-CH-R1,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001438,M2-P020-SE-R2,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C001143,M2-P004-CH-R2,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C001699,M2-P033-AN-R2,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C002138,M2-P060-CH-R2,,,https://home-review.example/best-cooling-bedding,home-review.example,editorial
C001702,M2-P034-CH-R1,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C001085,M2-P001-SE-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000107,M1-P007-CH-R2,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C000284,M1-P017-CH-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C002105,M2-P058-SE-R2,B001,,https://independent-sleep.example/reviews/astervale,independent-sleep.example,editorial
C000946,M1-P056-SE-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000455,M1-P027-CH-R1,B002,,https://sereinsleep.example/products/clean-cooling-sheets,sereinsleep.example,owned
C001545,M2-P025-CH-R2,,,https://forum.example/r/hotsleepers/cooling-sheet-experiences,forum.example,forum
C001803,M2-P040-CH-R1,B003,,https://independent-sleep.example/reviews/arcticloom,independent-sleep.example,editorial
C001737,M2-P036-CH-R1,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C002226,M2-P064-SE-R2,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
C002217,M2-P064-CH-R2,,,https://sleep-lab.example/guides/cooling-sheets,sleep-lab.example,editorial
C000132,M1-P008-AN-R2,B004,,https://independent-sleep.example/reviews/restnest,independent-sleep.example,editorial
C000420,M1-P024-AN-R1,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C000753,M1-P045-SE-R1,B004,,https://restnest.example/products/value-cooling-set,restnest.example,owned
C001633,M2-P029-SE-R2,B002,,https://independent-sleep.example/reviews/serein-sleep,independent-sleep.example,editorial
C000706,M1-P042-CH-R2,B003,,https://arcticloom.example/collections/cooling-tech,arcticloom.example,owned
